City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
257,samarai,-10.6167,150.6667,80.76,81,96,5.88,PG,1675191292
258,seoul,37.5683,126.9778,38.8,87,75,3.44,KR,1675191272
259,kantunilkin,21.0917,-87.45,83.08,56,93,6.49,MX,1675191293
260,sibu,2.3,111.8167,73.71,100,40,3.44,MY,1675191293
261,kitakata,37.65,139.8667,25.61,83,83,1.59,JP,1675191293
262,wattegama,6.7989,81.4808,71.38,89,100,2.55,LK,1675191294
263,russkiy kameshkir,52.8589,46.0892,26.73,95,100,12.01,RU,1675191294
264,ileza,61.0533,43.9002,28.38,92,100,14.5,RU,1675191295
265,isangel,-19.55,169.2667,79.3,80,100,2.91,VU,1675191295
266,klaksvik,62.2266,-6.589,41.92,94,100,24.34,FO,1675191296
267,wuwei,37.9281,102.6414,23.18,35,13,3.18,CN,1675191296
268,richards bay,-28.783,32.0377,74.53,89,100,9.66,ZA,1675191177
269,oistins,13.0667,-59.5333,82.49,61,40,17.27,BB,1675191297
270,medea,36.2642,2.7539,38.01,68,0,2.15,DZ,1675191298
271,najran,17.4924,44.1277,68.65,24,45,2.48,SA,1675191298
272,marsa matruh,31.3525,27.2453,57.4,62,40,17.27,EG,1675191298
273,lappeenranta,61.0587,28.1887,26.55,86,100,5.75,FI,1675191299
274,iaciara,-14.0958,-46.6317,86.61,48,38,2.84,BR,1675191299
275,kawalu,-7.3817,108.2082,72.57,94,100,2.1,ID,1675191300
276,altoona,40.5187,-78.3947,31.55,75,100,1.99,US,1675191047
277,lakes entrance,-37.8811,147.981,62.17,88,99,4.85,AU,1675191301
278,comodoro rivadavia,-45.8667,-67.5,73.26,31,20,24.16,AR,1675191050
279,waingapu,-9.6567,120.2641,79.11,81,96,6.11,ID,1675191148
280,clinton,42.587,-82.9199,20.97,62,100,3.0,US,1675191023
281,tabou,4.423,-7.3528,80.31,81,6,6.13,CI,1675191302
282,pacific grove,36.6177,-121.9166,55.49,41,0,14.0,US,1675191042
283,nelson bay,-32.7167,152.15,71.1,84,100,8.99,AU,1675191304
284,askiz,53.1319,90.5264,0.72,97,45,2.86,RU,1675191305
285,ilulissat,69.2167,-51.1,8.62,72,75,17.27,GL,1675191305
286,leningradskiy,69.3833,178.4167,2.57,96,100,5.17,RU,1675191306
287,kaseda,31.4167,130.3167,55.96,64,79,9.71,JP,1675191307
288,muzhi,65.3667,64.6667,13.21,94,100,11.36,RU,1675191308
289,namatanai,-3.6667,152.4333,78.87,81,60,2.62,PG,1675191076
290,tromso,69.6496,18.957,28.42,100,75,3.44,NO,1675191310
291,aracuai,-16.8497,-42.0703,84.43,59,12,2.39,BR,1675191150
292,great falls,47.5002,-111.3008,29.41,61,0,24.16,US,1675191311
293,klyuchevskiy,53.5317,119.4519,-11.2,96,98,3.78,RU,1675191311
294,khetri,27.9833,75.8,52.05,63,0,5.88,IN,1675191312
295,sakakah,29.9697,40.2064,56.77,51,0,7.96,SA,1675191314
296,caravelas,-17.7125,-39.2481,82.58,64,6,8.95,BR,1675191060
297,znamenskoye,57.1281,73.8282,-0.63,98,39,4.34,RU,1675191315
298,chabahar,25.2919,60.643,69.12,58,0,7.11,IR,1675191315
299,southbridge,42.0751,-72.0334,37.51,54,100,3.0,US,1675191316
300,brokopondo,4.75,-55.1667,79.32,79,80,7.78,SR,1675191317
301,kudahuvadhoo,2.6708,72.8944,80.11,73,100,9.48,MV,1675191317
302,sola,-13.8833,167.55,80.6,75,93,6.51,VU,1675191318
303,nola,40.922,14.5329,48.92,70,1,3.94,IT,1675191318
304,svetlogorsk,52.6333,29.7333,31.19,93,99,8.28,BY,1675191319
305,ketchikan,55.3422,-131.6461,39.18,87,100,14.97,US,1675191319
306,bismarck,46.8083,-100.7837,8.65,68,75,5.75,US,1675191115
307,nouadhibou,20.931,-17.0347,69.78,52,90,17.27,MR,1675191279
308,krasnoarmeysk,51.0239,45.6969,23.34,92,100,5.97,RU,1675191321
309,pisco,-13.7,-76.2167,78.85,69,0,8.05,PE,1675191321
310,tuatapere,-46.1333,167.6833,60.84,97,100,3.27,NZ,1675191322
311,hami,42.8,93.45,26.83,31,100,1.12,CN,1675191323
312,saint albans,51.75,-0.3333,48.4,71,20,13.8,GB,1675191324
313,quang ngai,15.1167,108.8,64.98,93,27,3.6,VN,1675191324
314,caronport,50.4501,-105.8179,7.0,90,100,0.92,CA,1675191325
315,portland,45.5234,-122.6762,38.46,63,75,3.44,US,1675191318
316,collie,-33.3667,116.15,55.87,76,0,11.72,AU,1675191326
317,nicoya,10.1483,-85.452,92.93,34,57,11.36,CR,1675191294
318,puerto madero,14.7208,-92.4215,91.6,40,0,5.75,MX,1675191327
